Reference, FixingDate, EffectiveDate, MaturityDate, Value
USD-SOFRCMP-OFFSET2-3M,2017-11-21,2017-11-17,2018-02-20,0.012707074043406109
USD-SOFRCMP-OFFSET2-3M,2017-11-22,2017-11-20,2018-02-20,0.012748484917013221
USD-SOFRCMP-OFFSET2-3M,2017-11-23,2017-11-21,2018-02-21,0.012773565592347191
USD-SOFRCMP-OFFSET2-3M,2017-11-24,2017-11-21,2018-02-21,0.012773565592347191
USD-SOFRCMP-OFFSET2-3M,2017-11-27,2017-11-22,2018-02-22,0.012800827400422534
USD-SOFRCMP-OFFSET2-3M,2017-11-28,2017-11-24,2018-02-26,0.012880677263278162
USD-SOFRCMP-OFFSET2-3M,2017-11-29,2017-11-27,2018-02-27,0.012953494302976225
USD-SOFRCMP-OFFSET2-3M,2017-11-30,2017-11-28,2018-02-28,0.012982938396947039
USD-SOFRCMP-OFFSET2-3M,2017-12-01,2017-11-29,2018-02-28,0.013009843980494007
USD-SOFRCMP-OFFSET2-3M,2017-12-04,2017-11-30,2018-02-28,0.013041809685062411
USD-SOFRCMP-OFFSET2-3M,2017-12-05,2017-12-01,2018-03-01,0.01307636539730428
USD-SOFRCMP-OFFSET2-3M,2017-12-06,2017-12-04,2018-03-05,0.013221516126164653
USD-SOFRCMP-OFFSET2-3M,2017-12-07,2017-12-05,2018-03-05,0.013253598216284246
USD-SOFRCMP-OFFSET2-3M,2017-12-08,2017-12-06,2018-03-06,0.01329261479993793
USD-SOFRCMP-OFFSET2-3M,2017-12-11,2017-12-07,2018-03-07,0.013330516992541064
USD-SOFRCMP-OFFSET2-3M,2017-12-12,2017-12-08,2018-03-08,0.01336730476220005
USD-SOFRCMP-OFFSET2-3M,2017-12-13,2017-12-11,2018-03-12,0.013509279452157165
USD-SOFRCMP-OFFSET2-3M,2017-12-14,2017-12-12,2018-03-12,0.013543435746814936
USD-SOFRCMP-OFFSET2-3M,2017-12-15,2017-12-13,2018-03-13,0.013586914544646334
USD-SOFRCMP-OFFSET2-3M,2017-12-18,2017-12-14,2018-03-14,0.013628164095933037
USD-SOFRCMP-OFFSET2-3M,2017-12-19,2017-12-15,2018-03-15,0.013641542369661863
USD-SOFRCMP-OFFSET2-3M,2017-12-20,2017-12-18,2018-03-19,0.013706648580429652
USD-SOFRCMP-OFFSET2-3M,2017-12-21,2017-12-19,2018-03-19,0.013709545487133212
USD-SOFRCMP-OFFSET2-3M,2017-12-22,2017-12-20,2018-03-20,0.013724038894766366
USD-SOFRCMP-OFFSET2-3M,2017-12-27,2017-12-22,2018-03-22,0.013753025871068303
USD-SOFRCMP-OFFSET2-3M,2017-12-28,2017-12-26,2018-03-26,0.013896856504357125
USD-SOFRCMP-OFFSET2-3M,2017-12-29,2017-12-27,2018-03-27,0.013934764087632168
USD-SOFRCMP-OFFSET2-3M,2018-01-02,2017-12-28,2018-03-28,0.01397378696835716
USD-SOFRCMP-OFFSET2-3M,2018-01-03,2017-12-29,2018-03-29,0.014012810228456907
USD-SOFRCMP-OFFSET2-3M,2018-01-04,2018-01-02,2018-04-02,0.014159966662615098
USD-SOFRCMP-OFFSET2-3M,2018-01-05,2018-01-03,2018-04-03,0.014204566705575239
USD-SOFRCMP-OFFSET2-3M,2018-01-08,2018-01-04,2018-04-04,0.014252512284461005
USD-SOFRCMP-OFFSET2-3M,2018-01-09,2018-01-05,2018-04-05,0.01428930815798335
USD-SOFRCMP-OFFSET2-3M,2018-01-10,2018-01-08,2018-04-09,0.014460916607665323
USD-SOFRCMP-OFFSET2-3M,2018-01-11,2018-01-09,2018-04-09,0.01447328097375511
USD-SOFRCMP-OFFSET2-3M,2018-01-12,2018-01-10,2018-04-10,0.014523460077747075
USD-SOFRCMP-OFFSET2-3M,2018-01-15,2018-01-11,2018-04-11,0.014575870048338047
USD-SOFRCMP-OFFSET2-3M,2018-01-16,2018-01-11,2018-04-11,0.014575870048338047
USD-SOFRCMP-OFFSET2-3M,2018-01-17,2018-01-12,2018-04-12,0.014623820155305722
USD-SOFRCMP-OFFSET2-3M,2018-01-18,2018-01-16,2018-04-16,0.014785523498798803
USD-SOFRCMP-OFFSET2-3M,2018-01-19,2018-01-17,2018-04-17,0.014825669781637352
USD-SOFRCMP-OFFSET2-3M,2018-01-22,2018-01-18,2018-04-18,0.014868046872589247
USD-SOFRCMP-OFFSET2-3M,2018-01-23,2018-01-19,2018-04-19,0.014912654844756013
USD-SOFRCMP-OFFSET2-3M,2018-01-24,2018-01-22,2018-04-23,0.015075258629525976
USD-SOFRCMP-OFFSET2-3M,2018-01-25,2018-01-23,2018-04-23,0.015097771861427134
USD-SOFRCMP-OFFSET2-3M,2018-01-26,2018-01-24,2018-04-24,0.01514238244795063
USD-SOFRCMP-OFFSET2-3M,2018-01-29,2018-01-25,2018-04-25,0.01518253236615763
USD-SOFRCMP-OFFSET2-3M,2018-01-30,2018-01-26,2018-04-26,0.015222682685841704
USD-SOFRCMP-OFFSET2-3M,2018-01-31,2018-01-29,2018-04-30,0.015367565067435043
USD-SOFRCMP-OFFSET2-3M,2018-02-01,2018-01-30,2018-04-30,0.015389969438754925
USD-SOFRCMP-OFFSET2-3M,2018-02-02,2018-01-31,2018-04-30,0.015414010656550734
USD-SOFRCMP-OFFSET2-3M,2018-02-05,2018-02-01,2018-05-01,0.015457996180274719
USD-SOFRCMP-OFFSET2-3M,2018-02-06,2018-02-02,2018-05-02,0.015507621493991923
USD-SOFRCMP-OFFSET2-3M,2018-02-07,2018-02-05,2018-05-07,0.015687472174611576
USD-SOFRCMP-OFFSET2-3M,2018-02-08,2018-02-06,2018-05-07,0.01571564999039854
USD-SOFRCMP-OFFSET2-3M,2018-02-09,2018-02-07,2018-05-07,0.01574785017908557
USD-SOFRCMP-OFFSET2-3M,2018-02-12,2018-02-08,2018-05-08,0.015796351160668864
USD-SOFRCMP-OFFSET2-3M,2018-02-13,2018-02-09,2018-05-09,0.015841468841594094
USD-SOFRCMP-OFFSET2-3M,2018-02-14,2018-02-12,2018-05-14,0.016009611731917044
USD-SOFRCMP-OFFSET2-3M,2018-02-15,2018-02-13,2018-05-14,0.016041357024000114
USD-SOFRCMP-OFFSET2-3M,2018-02-16,2018-02-14,2018-05-14,0.01607382107083167
USD-SOFRCMP-OFFSET2-3M,2018-02-19,2018-02-15,2018-05-15,0.01612458195832411
USD-SOFRCMP-OFFSET2-3M,2018-02-20,2018-02-15,2018-05-15,0.01612458195832411
USD-SOFRCMP-OFFSET2-3M,2018-02-21,2018-02-16,2018-05-16,0.016171959286710846
USD-SOFRCMP-OFFSET2-3M,2018-02-22,2018-02-20,2018-05-21,0.016349259164603502
USD-SOFRCMP-OFFSET2-3M,2018-02-23,2018-02-21,2018-05-21,0.01638178714150101
USD-SOFRCMP-OFFSET2-3M,2018-02-26,2018-02-22,2018-05-22,0.01642352701311758
USD-SOFRCMP-OFFSET2-3M,2018-02-27,2018-02-23,2018-05-23,0.016459626722520923
USD-SOFRCMP-OFFSET2-3M,2018-02-28,2018-02-26,2018-05-29,0.01660828936334805
USD-SOFRCMP-OFFSET2-3M,2018-03-01,2018-02-27,2018-05-29,0.016642925803736868
USD-SOFRCMP-OFFSET2-3M,2018-03-02,2018-02-28,2018-05-29,0.016677221805740494
USD-SOFRCMP-OFFSET2-3M,2018-03-05,2018-03-01,2018-06-01,0.016735999598643754
USD-SOFRCMP-OFFSET2-3M,2018-03-06,2018-03-02,2018-06-04,0.016808317887824834
USD-SOFRCMP-OFFSET2-3M,2018-03-07,2018-03-05,2018-06-05,0.016898633909034805
USD-SOFRCMP-OFFSET2-3M,2018-03-08,2018-03-06,2018-06-06,0.016934656957487682
USD-SOFRCMP-OFFSET2-3M,2018-03-09,2018-03-07,2018-06-07,0.016969588728307086
USD-SOFRCMP-OFFSET2-3M,2018-03-12,2018-03-08,2018-06-08,0.017003429191475284
USD-SOFRCMP-OFFSET2-3M,2018-03-13,2018-03-09,2018-06-11,0.01702841831804769
USD-SOFRCMP-OFFSET2-3M,2018-03-14,2018-03-12,2018-06-12,0.01711149514799516
USD-SOFRCMP-OFFSET2-3M,2018-03-15,2018-03-13,2018-06-13,0.017137695140431612
USD-SOFRCMP-OFFSET2-3M,2018-03-16,2018-03-14,2018-06-14,0.01716935368446748
USD-SOFRCMP-OFFSET2-3M,2018-03-19,2018-03-15,2018-06-15,0.01722066275832582
USD-SOFRCMP-OFFSET2-3M,2018-03-20,2018-03-16,2018-06-18,0.01730302144787596
USD-SOFRCMP-OFFSET2-3M,2018-03-21,2018-03-19,2018-06-19,0.01739859900343967
USD-SOFRCMP-OFFSET2-3M,2018-03-22,2018-03-20,2018-06-20,0.01744226878676046
USD-SOFRCMP-OFFSET2-3M,2018-03-23,2018-03-21,2018-06-21,0.017484847298569837
USD-SOFRCMP-OFFSET2-3M,2018-03-26,2018-03-22,2018-06-22,0.01752851805229786
USD-SOFRCMP-OFFSET2-3M,2018-03-27,2018-03-23,2018-06-25,0.017592606032567282
USD-SOFRCMP-OFFSET2-3M,2018-03-28,2018-03-26,2018-06-26,0.017626771409893025
USD-SOFRCMP-OFFSET2-3M,2018-03-29,2018-03-27,2018-06-27,0.01764751562863579
USD-SOFRCMP-OFFSET2-3M,2018-04-03,2018-03-29,2018-06-29,0.01769009619462981
USD-SOFRCMP-OFFSET2-3M,2018-04-04,2018-04-02,2018-07-02,0.017791786400260093
USD-SOFRCMP-OFFSET2-3M,2018-04-05,2018-04-03,2018-07-03,0.017818277314002283
USD-SOFRCMP-OFFSET2-3M,2018-04-06,2018-04-04,2018-07-05,0.017861520280206822
USD-SOFRCMP-OFFSET2-3M,2018-04-09,2018-04-05,2018-07-05,0.01786572842143417
USD-SOFRCMP-OFFSET2-3M,2018-04-10,2018-04-06,2018-07-06,0.01789001224460188
USD-SOFRCMP-OFFSET2-3M,2018-04-11,2018-04-09,2018-07-09,0.017949612562409085
USD-SOFRCMP-OFFSET2-3M,2018-04-12,2018-04-10,2018-07-10,0.017965066230620556
USD-SOFRCMP-OFFSET2-3M,2018-04-13,2018-04-11,2018-07-11,0.017980519958929006
USD-SOFRCMP-OFFSET2-3M,2018-04-16,2018-04-12,2018-07-12,0.017994869901320286
USD-SOFRCMP-OFFSET2-3M,2018-04-17,2018-04-13,2018-07-13,0.01801363529399477
USD-SOFRCMP-OFFSET2-3M,2018-04-18,2018-04-16,2018-07-16,0.0180732376148564
USD-SOFRCMP-OFFSET2-3M,2018-04-19,2018-04-17,2018-07-17,0.018093107223911633
USD-SOFRCMP-OFFSET2-3M,2018-04-20,2018-04-18,2018-07-18,0.018110769191826203
USD-SOFRCMP-OFFSET2-3M,2018-04-23,2018-04-19,2018-07-19,0.018127327364935764
USD-SOFRCMP-OFFSET2-3M,2018-04-24,2018-04-20,2018-07-20,0.018146093383076517
USD-SOFRCMP-OFFSET2-3M,2018-04-25,2018-04-23,2018-07-23,0.018199074989702836
USD-SOFRCMP-OFFSET2-3M,2018-04-26,2018-04-24,2018-07-24,0.018217841362271288
USD-SOFRCMP-OFFSET2-3M,2018-04-27,2018-04-25,2018-07-25,0.0182388156365904
USD-SOFRCMP-OFFSET2-3M,2018-04-30,2018-04-26,2018-07-26,0.018256478276600315
USD-SOFRCMP-OFFSET2-3M,2018-05-01,2018-04-27,2018-07-27,0.018276348829400848
USD-SOFRCMP-OFFSET2-3M,2018-05-02,2018-04-30,2018-07-30,0.01832933217251856
USD-SOFRCMP-OFFSET2-3M,2018-05-03,2018-05-01,2018-08-01,0.018352866857244084
USD-SOFRCMP-OFFSET2-3M,2018-05-04,2018-05-02,2018-08-02,0.018365970871086806
USD-SOFRCMP-OFFSET2-3M,2018-05-08,2018-05-04,2018-08-06,0.018402715849642835
USD-SOFRCMP-OFFSET2-3M,2018-05-09,2018-05-07,2018-08-07,0.01844240730266837
USD-SOFRCMP-OFFSET2-3M,2018-05-10,2018-05-08,2018-08-08,0.018459879743333105
USD-SOFRCMP-OFFSET2-3M,2018-05-11,2018-05-09,2018-08-09,0.018477352256792652
USD-SOFRCMP-OFFSET2-3M,2018-05-14,2018-05-10,2018-08-10,0.018498100958734446
USD-SOFRCMP-OFFSET2-3M,2018-05-15,2018-05-11,2018-08-13,0.018528840904067107
USD-SOFRCMP-OFFSET2-3M,2018-05-16,2018-05-14,2018-08-14,0.01857344681101523
USD-SOFRCMP-OFFSET2-3M,2018-05-17,2018-05-15,2018-08-15,0.018593103940080586
USD-SOFRCMP-OFFSET2-3M,2018-05-18,2018-05-16,2018-08-16,0.01861385321256512
USD-SOFRCMP-OFFSET2-3M,2018-05-21,2018-05-17,2018-08-17,0.018640062987359107
USD-SOFRCMP-OFFSET2-3M,2018-05-22,2018-05-18,2018-08-20,0.01866672882180796
USD-SOFRCMP-OFFSET2-3M,2018-05-23,2018-05-21,2018-08-21,0.018713227360793633
USD-SOFRCMP-OFFSET2-3M,2018-05-24,2018-05-22,2018-08-22,0.0187361615316126
USD-SOFRCMP-OFFSET2-3M,2018-05-25,2018-05-23,2018-08-23,0.018763464305515194
USD-SOFRCMP-OFFSET2-3M,2018-05-29,2018-05-24,2018-08-24,0.018792951489700883
USD-SOFRCMP-OFFSET2-3M,2018-05-30,2018-05-25,2018-08-27,0.01883241414619934
USD-SOFRCMP-OFFSET2-3M,2018-05-31,2018-05-29,2018-08-29,0.018912014342068607
USD-SOFRCMP-OFFSET2-3M,2018-06-01,2018-05-30,2018-08-30,0.018934949653310114
USD-SOFRCMP-OFFSET2-3M,2018-06-04,2018-05-31,2018-08-31,0.0189578850983333
USD-SOFRCMP-OFFSET2-3M,2018-06-05,2018-06-01,2018-09-04,0.01900122569979928
USD-SOFRCMP-OFFSET2-3M,2018-06-06,2018-06-04,2018-09-04,0.019027743476382548
USD-SOFRCMP-OFFSET2-3M,2018-06-07,2018-06-05,2018-09-05,0.01904412628733387
USD-SOFRCMP-OFFSET2-3M,2018-06-08,2018-06-06,2018-09-06,0.01906597015661422
USD-SOFRCMP-OFFSET2-3M,2018-06-11,2018-06-07,2018-09-07,0.019088906359514643
USD-SOFRCMP-OFFSET2-3M,2018-06-12,2018-06-08,2018-09-10,0.01912210553767791
USD-SOFRCMP-OFFSET2-3M,2018-06-13,2018-06-11,2018-09-11,0.019195935535777222
USD-SOFRCMP-OFFSET2-3M,2018-06-14,2018-06-12,2018-09-12,0.01922324147206669
USD-SOFRCMP-OFFSET2-3M,2018-06-15,2018-06-13,2018-09-13,0.01925273210442717
USD-SOFRCMP-OFFSET2-3M,2018-06-18,2018-06-14,2018-09-14,0.019277853914706152
USD-SOFRCMP-OFFSET2-3M,2018-06-19,2018-06-15,2018-09-17,0.019289947494643092
USD-SOFRCMP-OFFSET2-3M,2018-06-20,2018-06-18,2018-09-18,0.019301882141244182
USD-SOFRCMP-OFFSET2-3M,2018-06-21,2018-06-19,2018-09-19,0.019306251183278427
USD-SOFRCMP-OFFSET2-3M,2018-06-22,2018-06-20,2018-09-20,0.019310620232592068
USD-SOFRCMP-OFFSET2-3M,2018-06-25,2018-06-21,2018-09-21,0.019316081551822826
USD-SOFRCMP-OFFSET2-3M,2018-06-26,2018-06-22,2018-09-24,0.019320952080560463
USD-SOFRCMP-OFFSET2-3M,2018-06-27,2018-06-25,2018-09-25,0.019324819674727208
USD-SOFRCMP-OFFSET2-3M,2018-06-28,2018-06-26,2018-09-26,0.01932700420787463
USD-SOFRCMP-OFFSET2-3M,2018-06-29,2018-06-27,2018-09-27,0.019329188742851017
USD-SOFRCMP-OFFSET2-3M,2018-07-02,2018-06-28,2018-09-28,0.01935758771328108
USD-SOFRCMP-OFFSET2-3M,2018-07-03,2018-06-29,2018-09-28,0.019357182785220285
USD-SOFRCMP-OFFSET2-3M,2018-07-04,2018-07-02,2018-10-02,0.019431857520143005
USD-SOFRCMP-OFFSET2-3M,2018-07-05,2018-07-02,2018-10-02,0.019431857520143005
USD-SOFRCMP-OFFSET2-3M,2018-07-06,2018-07-03,2018-10-03,0.019449334197957503
USD-SOFRCMP-OFFSET2-3M,2018-07-09,2018-07-05,2018-10-05,0.01949085378367485
USD-SOFRCMP-OFFSET2-3M,2018-07-10,2018-07-06,2018-10-09,0.019580916974494607
USD-SOFRCMP-OFFSET2-3M,2018-07-11,2018-07-09,2018-10-09,0.019586927079846456
USD-SOFRCMP-OFFSET2-3M,2018-07-12,2018-07-10,2018-10-10,0.01961532791950824
USD-SOFRCMP-OFFSET2-3M,2018-07-13,2018-07-11,2018-10-11,0.019643728964276394
USD-SOFRCMP-OFFSET2-3M,2018-07-16,2018-07-12,2018-10-12,0.019674314925680857
USD-SOFRCMP-OFFSET2-3M,2018-07-17,2018-07-13,2018-10-15,0.019751785167501184
USD-SOFRCMP-OFFSET2-3M,2018-07-18,2018-07-16,2018-10-16,0.019799927886623245
USD-SOFRCMP-OFFSET2-3M,2018-07-19,2018-07-17,2018-10-17,0.019825053025218982
USD-SOFRCMP-OFFSET2-3M,2018-07-20,2018-07-18,2018-10-18,0.01985345556091973
USD-SOFRCMP-OFFSET2-3M,2018-07-23,2018-07-19,2018-10-19,0.019885135558665713
USD-SOFRCMP-OFFSET2-3M,2018-07-24,2018-07-20,2018-10-22,0.019961354386448242
USD-SOFRCMP-OFFSET2-3M,2018-07-25,2018-07-23,2018-10-23,0.02001730892005794
USD-SOFRCMP-OFFSET2-3M,2018-07-26,2018-07-24,2018-10-24,0.020050082724200686
USD-SOFRCMP-OFFSET2-3M,2018-07-27,2018-07-25,2018-10-25,0.02008067183746827
USD-SOFRCMP-OFFSET2-3M,2018-07-30,2018-07-26,2018-10-26,0.02011563112508955
USD-SOFRCMP-OFFSET2-3M,2018-07-31,2018-07-27,2018-10-29,0.020186975054555776
USD-SOFRCMP-OFFSET2-3M,2018-08-01,2018-07-30,2018-10-30,0.020247812232710657
USD-SOFRCMP-OFFSET2-3M,2018-08-02,2018-07-31,2018-10-31,0.020280587948509454
USD-SOFRCMP-OFFSET2-3M,2018-08-03,2018-08-01,2018-11-01,0.020312271360462614
USD-SOFRCMP-OFFSET2-3M,2018-08-06,2018-08-02,2018-11-02,0.020349417780453027
USD-SOFRCMP-OFFSET2-3M,2018-08-07,2018-08-03,2018-11-05,0.02043399525939488
USD-SOFRCMP-OFFSET2-3M,2018-08-08,2018-08-06,2018-11-06,0.020513288598426486
USD-SOFRCMP-OFFSET2-3M,2018-08-09,2018-08-07,2018-11-07,0.020552622133867382
USD-SOFRCMP-OFFSET2-3M,2018-08-10,2018-08-08,2018-11-08,0.02058649300754882
USD-SOFRCMP-OFFSET2-3M,2018-08-13,2018-08-09,2018-11-09,0.020622549399336745
USD-SOFRCMP-OFFSET2-3M,2018-08-14,2018-08-10,2018-11-13,0.02070035776219096
USD-SOFRCMP-OFFSET2-3M,2018-08-15,2018-08-13,2018-11-13,0.020752518395545542
USD-SOFRCMP-OFFSET2-3M,2018-08-16,2018-08-14,2018-11-14,0.02078420562655595
USD-SOFRCMP-OFFSET2-3M,2018-08-17,2018-08-15,2018-11-15,0.020813707752545953
USD-SOFRCMP-OFFSET2-3M,2018-08-20,2018-08-16,2018-11-16,0.02084648809284553
USD-SOFRCMP-OFFSET2-3M,2018-08-21,2018-08-17,2018-11-19,0.020915206669724292
USD-SOFRCMP-OFFSET2-3M,2018-08-22,2018-08-20,2018-11-20,0.020991804098488918
USD-SOFRCMP-OFFSET2-3M,2018-08-23,2018-08-21,2018-11-21,0.021024585995686584
USD-SOFRCMP-OFFSET2-3M,2018-08-24,2018-08-22,2018-11-23,0.0210644385045908
USD-SOFRCMP-OFFSET2-3M,2018-08-28,2018-08-24,2018-11-26,0.021145146619215446
USD-SOFRCMP-OFFSET2-3M,2018-08-29,2018-08-27,2018-11-27,0.021205958915659906
USD-SOFRCMP-OFFSET2-3M,2018-08-30,2018-08-28,2018-11-28,0.02123218582462015
USD-SOFRCMP-OFFSET2-3M,2018-08-31,2018-08-29,2018-11-29,0.021258412908410112
USD-SOFRCMP-OFFSET2-3M,2018-09-03,2018-08-30,2018-11-30,0.02129228980296057
USD-SOFRCMP-OFFSET2-3M,2018-09-04,2018-08-30,2018-11-30,0.02129228980296057
USD-SOFRCMP-OFFSET2-3M,2018-09-05,2018-08-31,2018-11-30,0.02131304048171983
USD-SOFRCMP-OFFSET2-3M,2018-09-06,2018-09-04,2018-12-04,0.02144453225607488
USD-SOFRCMP-OFFSET2-3M,2018-09-07,2018-09-05,2018-12-06,0.021494471967596955
USD-SOFRCMP-OFFSET2-3M,2018-09-10,2018-09-06,2018-12-06,0.021515223834010434
USD-SOFRCMP-OFFSET2-3M,2018-09-11,2018-09-07,2018-12-07,0.02155941655451326
USD-SOFRCMP-OFFSET2-3M,2018-09-12,2018-09-10,2018-12-10,0.02167872536742951
USD-SOFRCMP-OFFSET2-3M,2018-09-13,2018-09-11,2018-12-11,0.021709661543392437
USD-SOFRCMP-OFFSET2-3M,2018-09-14,2018-09-12,2018-12-12,0.021737283343899957
USD-SOFRCMP-OFFSET2-3M,2018-09-17,2018-09-13,2018-12-13,0.021766010215903762
USD-SOFRCMP-OFFSET2-3M,2018-09-18,2018-09-14,2018-12-14,0.021795842183040336
USD-SOFRCMP-OFFSET2-3M,2018-09-19,2018-09-17,2018-12-17,0.02188201470896316
USD-SOFRCMP-OFFSET2-3M,2018-09-20,2018-09-18,2018-12-18,0.0219162671685729
USD-SOFRCMP-OFFSET2-3M,2018-09-21,2018-09-19,2018-12-19,0.021958254486062107
USD-SOFRCMP-OFFSET2-3M,2018-09-24,2018-09-20,2018-12-20,0.022000242270043213
USD-SOFRCMP-OFFSET2-3M,2018-09-25,2018-09-21,2018-12-21,0.022054384984023973
USD-SOFRCMP-OFFSET2-3M,2018-09-26,2018-09-24,2018-12-24,0.022213483461905294
USD-SOFRCMP-OFFSET2-3M,2018-09-27,2018-09-25,2018-12-26,0.02228572374410615
USD-SOFRCMP-OFFSET2-3M,2018-09-28,2018-09-26,2018-12-26,0.022317337437881668
USD-SOFRCMP-OFFSET2-3M,2018-10-01,2018-09-27,2018-12-27,0.022374799591922394
USD-SOFRCMP-OFFSET2-3M,2018-10-02,2018-09-28,2018-12-28,0.022405740992421725
USD-SOFRCMP-OFFSET2-3M,2018-10-03,2018-10-01,2019-01-02,0.022640836557951304
USD-SOFRCMP-OFFSET2-3M,2018-10-04,2018-10-02,2019-01-02,0.022644231865375956
USD-SOFRCMP-OFFSET2-3M,2018-10-05,2018-10-03,2019-01-03,0.022748083944540084
USD-SOFRCMP-OFFSET2-3M,2018-10-08,2018-10-04,2019-01-04,0.022802744375877777
USD-SOFRCMP-OFFSET2-3M,2018-10-09,2018-10-04,2019-01-04,0.022802744375877777
USD-SOFRCMP-OFFSET2-3M,2018-10-10,2018-10-05,2019-01-07,0.022870751156716815
USD-SOFRCMP-OFFSET2-3M,2018-10-11,2018-10-09,2019-01-09,0.022951455528403927
USD-SOFRCMP-OFFSET2-3M,2018-10-12,2018-10-10,2019-01-10,0.02298425352741626
USD-SOFRCMP-OFFSET2-3M,2018-10-15,2018-10-11,2019-01-11,0.023014865248240538
USD-SOFRCMP-OFFSET2-3M,2018-10-16,2018-10-12,2019-01-14,0.02306661854051569
USD-SOFRCMP-OFFSET2-3M,2018-10-17,2018-10-15,2019-01-15,0.02311543866941435
USD-SOFRCMP-OFFSET2-3M,2018-10-18,2018-10-16,2019-01-16,0.023142771428410484
USD-SOFRCMP-OFFSET2-3M,2018-10-19,2018-10-17,2019-01-17,0.02317010439998179
USD-SOFRCMP-OFFSET2-3M,2018-10-22,2018-10-18,2019-01-18,0.023195250908442537
USD-SOFRCMP-OFFSET2-3M,2018-10-23,2018-10-19,2019-01-22,0.02325581561373397
USD-SOFRCMP-OFFSET2-3M,2018-10-24,2018-10-22,2019-01-22,0.02329577551341309
USD-SOFRCMP-OFFSET2-3M,2018-10-25,2018-10-23,2019-01-23,0.023320922824725535
USD-SOFRCMP-OFFSET2-3M,2018-10-26,2018-10-24,2019-01-24,0.023346070303676924
USD-SOFRCMP-OFFSET2-3M,2018-10-29,2018-10-25,2019-01-25,0.0233712179362993
USD-SOFRCMP-OFFSET2-3M,2018-10-30,2018-10-26,2019-01-28,0.023410087381555818
USD-SOFRCMP-OFFSET2-3M,2018-10-31,2018-10-29,2019-01-29,0.02346196064671897
USD-SOFRCMP-OFFSET2-3M,2018-11-01,2018-10-30,2019-01-30,0.023486015612180246
USD-SOFRCMP-OFFSET2-3M,2018-11-02,2018-10-31,2019-01-31,0.02350897731044041
USD-SOFRCMP-OFFSET2-3M,2018-11-05,2018-11-01,2019-02-01,0.023548340407602203
USD-SOFRCMP-OFFSET2-3M,2018-11-06,2018-11-02,2019-02-04,0.02360272795133785
USD-SOFRCMP-OFFSET2-3M,2018-11-07,2018-11-05,2019-02-05,0.023640179834268384
USD-SOFRCMP-OFFSET2-3M,2018-11-08,2018-11-06,2019-02-06,0.023657675117482714
USD-SOFRCMP-OFFSET2-3M,2018-11-09,2018-11-07,2019-02-07,0.02367517048817489
USD-SOFRCMP-OFFSET2-3M,2018-11-12,2018-11-08,2019-02-08,0.023697039823024024
USD-SOFRCMP-OFFSET2-3M,2018-11-13,2018-11-08,2019-02-08,0.023697039823024024
USD-SOFRCMP-OFFSET2-3M,2018-11-14,2018-11-09,2019-02-11,0.023717248693938327
USD-SOFRCMP-OFFSET2-3M,2018-11-15,2018-11-13,2019-02-13,0.023794396823744374
USD-SOFRCMP-OFFSET2-3M,2018-11-16,2018-11-14,2019-02-14,0.023814079810267643
USD-SOFRCMP-OFFSET2-3M,2018-11-19,2018-11-15,2019-02-15,0.023834856399922447
USD-SOFRCMP-OFFSET2-3M,2018-11-20,2018-11-16,2019-02-19,0.023870055036438225
USD-SOFRCMP-OFFSET2-3M,2018-11-21,2018-11-19,2019-02-19,0.023906967395725762
USD-SOFRCMP-OFFSET2-3M,2018-11-22,2018-11-20,2019-02-20,0.023924463864591666
USD-SOFRCMP-OFFSET2-3M,2018-11-23,2018-11-20,2019-02-20,0.023924463864591666
USD-SOFRCMP-OFFSET2-3M,2018-11-26,2018-11-21,2019-02-21,0.023945241036796995
USD-SOFRCMP-OFFSET2-3M,2018-11-27,2018-11-23,2019-02-25,0.023995538865986217
USD-SOFRCMP-OFFSET2-3M,2018-11-28,2018-11-26,2019-02-26,0.024045855091048576
USD-SOFRCMP-OFFSET2-3M,2018-11-29,2018-11-27,2019-02-27,0.024065539334787917
USD-SOFRCMP-OFFSET2-3M,2018-11-30,2018-11-28,2019-02-28,0.024085223682414593
USD-SOFRCMP-OFFSET2-3M,2018-12-03,2018-11-29,2019-02-28,0.024107770573430633
USD-SOFRCMP-OFFSET2-3M,2018-12-04,2018-11-30,2019-02-28,0.02412524467568744
USD-SOFRCMP-OFFSET2-3M,2018-12-05,2018-12-03,2019-03-04,0.024178520500003756
USD-SOFRCMP-OFFSET2-3M,2018-12-06,2018-12-03,2019-03-04,0.024178520500003756
USD-SOFRCMP-OFFSET2-3M,2018-12-07,2018-12-04,2019-03-04,0.02419789402490302
USD-SOFRCMP-OFFSET2-3M,2018-12-10,2018-12-06,2019-03-06,0.02422250083065247
USD-SOFRCMP-OFFSET2-3M,2018-12-11,2018-12-07,2019-03-07,0.02422697189836409
USD-SOFRCMP-OFFSET2-3M,2018-12-12,2018-12-10,2019-03-11,0.02425371025883345
USD-SOFRCMP-OFFSET2-3M,2018-12-13,2018-12-11,2019-03-11,0.02427503230138761
USD-SOFRCMP-OFFSET2-3M,2018-12-14,2018-12-12,2019-03-12,0.0242962702387457
USD-SOFRCMP-OFFSET2-3M,2018-12-17,2018-12-13,2019-03-13,0.024317508282289957
USD-SOFRCMP-OFFSET2-3M,2018-12-18,2018-12-14,2019-03-14,0.024338746432022162
