Reference, Date, Value
USD-SOFR,2020-07-31,0.001674379
USD-SOFR,2020-07-30,0.001674371
USD-SOFR,2020-07-29,0.001674371
USD-SOFR,2020-07-28,0.001674371
USD-SOFR,2020-07-27,0.001674371
USD-SOFR,2020-07-24,0.001674379
USD-SOFR,2020-07-23,0.001674371
USD-SOFR,2020-07-22,0.001674371
USD-SOFR,2020-07-21,0.001674371
USD-SOFR,2020-07-20,0.001674371
USD-SOFR,2020-07-17,0.001674379
USD-SOFR,2020-07-16,0.001674371
USD-SOFR,2020-07-15,0.001674371
USD-SOFR,2020-07-14,0.001674371
USD-SOFR,2020-07-13,0.001674371
USD-SOFR,2020-07-10,0.001674379
USD-SOFR,2020-07-09,0.001674371
USD-SOFR,2020-07-08,0.001674371
USD-SOFR,2020-07-07,0.001674371
USD-SOFR,2020-07-06,0.001674371
USD-SOFR,2020-07-02,0.001674383
USD-SOFR,2020-07-01,0.001674371
USD-SOFR,2020-06-30,0.001674371
USD-SOFR,2020-06-29,0.001674371
USD-SOFR,2020-06-26,0.001674379
USD-SOFR,2020-06-25,0.001674371
USD-SOFR,2020-06-24,0.001674371
USD-SOFR,2020-06-23,0.001674371
USD-SOFR,2020-06-22,0.001674371
USD-SOFR,2020-06-19,0.001674379
USD-SOFR,2020-06-18,0.001674371
USD-SOFR,2020-06-17,0.001674371
USD-SOFR,2020-06-16,0.001674371
USD-SOFR,2020-06-15,0.001674371
USD-SOFR,2020-06-12,0.001674379
USD-SOFR,2020-06-11,0.001674371
USD-SOFR,2020-06-10,0.001674371
USD-SOFR,2020-06-09,0.002348876
USD-SOFR,2020-06-08,0.002348876
USD-SOFR,2020-06-05,0.002348891
USD-SOFR,2020-06-04,0.002348876
USD-SOFR,2020-06-03,0.002348876
USD-SOFR,2020-06-02,0.002348876
USD-SOFR,2020-06-01,0.002348876
USD-SOFR,2020-05-29,0.002348891
USD-SOFR,2020-05-28,0.002348876
USD-SOFR,2020-05-27,0.002348876
USD-SOFR,2020-05-26,0.002348876
USD-SOFR,2020-05-22,0.002348899
USD-SOFR,2020-05-21,0.002348876
USD-SOFR,2020-05-20,0.002348876
USD-SOFR,2020-05-19,0.002348876
USD-SOFR,2020-05-18,0.002348876
USD-SOFR,2020-05-15,0.002348891
USD-SOFR,2020-05-14,0.002348876
USD-SOFR,2020-05-13,0.002348876
USD-SOFR,2020-05-12,0.002348876
USD-SOFR,2020-05-11,0.002348876
USD-SOFR,2020-05-08,0.002348891
USD-SOFR,2020-05-07,0.002348876
USD-SOFR,2020-05-06,0.002348876
USD-SOFR,2020-05-05,0.002348876
USD-SOFR,2020-05-04,0.002348876
USD-SOFR,2020-05-01,0.002348891
USD-SOFR,2020-04-30,0.002348876
USD-SOFR,2020-04-29,0.002348876
USD-SOFR,2020-04-28,0.003189415
USD-SOFR,2020-04-27,0.003189415
USD-SOFR,2020-04-24,0.003189443
USD-SOFR,2020-04-23,0.003189415
USD-SOFR,2020-04-22,0.003189415
USD-SOFR,2020-04-21,0.003189415
USD-SOFR,2020-04-20,0.003189415
USD-SOFR,2020-04-17,0.003189443
USD-SOFR,2020-04-16,0.003189415
USD-SOFR,2020-04-15,0.003189415
USD-SOFR,2020-04-14,0.003189415
USD-SOFR,2020-04-13,0.003189415
USD-SOFR,2020-04-09,0.003189457
USD-SOFR,2020-04-08,0.003189415
USD-SOFR,2020-04-07,0.003189415
USD-SOFR,2020-04-06,0.003189415
USD-SOFR,2020-04-03,0.003189443
USD-SOFR,2020-04-02,0.003189415
USD-SOFR,2020-04-01,0.003189415
USD-SOFR,2020-03-31,0.003189415
USD-SOFR,2020-03-30,0.003189415
USD-SOFR,2020-03-27,0.003189443
USD-SOFR,2020-03-26,0.003189415
USD-SOFR,2020-03-25,0.003189415
USD-SOFR,2020-03-24,0.003189415
USD-SOFR,2020-03-23,0.003189415
USD-SOFR,2020-03-20,0.003189443
USD-SOFR,2020-03-19,0.003189415
USD-SOFR,2020-03-18,0.003189415
USD-SOFR,2020-03-17,0.011
USD-SOFR,2020-03-16,0.011
USD-SOFR,2020-03-13,0.011000336
USD-SOFR,2020-03-12,0.011
USD-SOFR,2020-03-11,0.011
