Group Name,Curve Type,Reference,Curve Name
EUR-DSCESTROIS-E3MFUTBS-E6MIRS,Discount,EUR,EUR-DSCESTR-OIS
EUR-DSCESTROIS-E3MFUTBS-E6MIRS,Forward,EUR-ESTR,EUR-DSCESTR-OIS
EUR-DSCESTROIS-E3MFUTBS-E6MIRS,Forward,EUR-EURIBOR-3M,EUR-EURIBOR3M-cESTR-FUTBS
EUR-DSCESTROIS-E3MFUTBS-E6MIRS,Forward,EUR-EURIBOR-6M,EUR-EURIBOR6M-cESTR-IRS
