Reference, Date, Value
USD-SOFRCMP-6M,2014-08-26,7.77450523920378E-4
USD-SOFRCMP-6M,2014-08-27,7.767825674491651E-4
USD-SOFRCMP-6M,2014-08-28,7.762388741752845E-4
USD-SOFRCMP-6M,2014-08-29,7.762388741735468E-4
USD-SOFRCMP-6M,2014-09-01,7.782939595363885E-4
USD-SOFRCMP-6M,2014-09-02,7.782939595363885E-4
USD-SOFRCMP-6M,2014-09-03,7.803716306964293E-4
USD-SOFRCMP-6M,2014-09-04,7.868938805055129E-4
USD-SOFRCMP-6M,2014-09-05,7.891046965148914E-4
USD-SOFRCMP-6M,2014-09-08,7.902101057477695E-4
USD-SOFRCMP-6M,2014-09-09,7.913155152871428E-4
USD-SOFRCMP-6M,2014-09-10,7.990603345156464E-4
USD-SOFRCMP-6M,2014-09-11,8.007114894564634E-4
USD-SOFRCMP-6M,2014-09-12,8.023696129813558E-4
USD-SOFRCMP-6M,2014-09-15,8.040277378810601E-4
USD-SOFRCMP-6M,2014-09-16,8.051331554034399E-4
USD-SOFRCMP-6M,2014-09-17,8.133518091070933E-4
USD-SOFRCMP-6M,2014-09-18,8.145291908289539E-4
USD-SOFRCMP-6M,2014-09-19,8.189508842580354E-4
USD-SOFRCMP-6M,2014-09-22,8.244780133276004E-4
USD-SOFRCMP-6M,2014-09-23,8.288997300865283E-4
USD-SOFRCMP-6M,2014-09-24,8.364382820580264E-4
USD-SOFRCMP-6M,2014-09-25,8.388486112286516E-4
USD-SOFRCMP-6M,2014-09-26,8.41612204933029E-4
USD-SOFRCMP-6M,2014-09-29,8.443758024752205E-4
USD-SOFRCMP-6M,2014-09-30,8.493502849594954E-4
USD-SOFRCMP-6M,2014-10-01,8.644722027606589E-4
USD-SOFRCMP-6M,2014-10-02,8.675901107232946E-4
USD-SOFRCMP-6M,2014-10-03,8.804132558601809E-4
USD-SOFRCMP-6M,2014-10-06,8.875592863202983E-4
USD-SOFRCMP-6M,2014-10-07,8.991239923526687E-4
USD-SOFRCMP-6M,2014-10-08,9.056991855144742E-4
USD-SOFRCMP-6M,2014-10-09,9.100967976869093E-4
USD-SOFRCMP-6M,2014-10-10,9.139447158200467E-4
USD-SOFRCMP-6M,2014-10-13,9.183423463233131E-4
USD-SOFRCMP-6M,2014-10-14,9.183423463233131E-4
USD-SOFRCMP-6M,2014-10-15,9.227399853683184E-4
USD-SOFRCMP-6M,2014-10-16,9.419796936151147E-4
USD-SOFRCMP-6M,2014-10-17,9.463773839680889E-4
USD-SOFRCMP-6M,2014-10-20,9.5132479249007E-4
USD-SOFRCMP-6M,2014-10-21,9.551727854464319E-4
USD-SOFRCMP-6M,2014-10-22,9.617693099840263E-4
USD-SOFRCMP-6M,2014-10-23,9.634184594423387E-4
USD-SOFRCMP-6M,2014-10-24,9.634184594414603E-4
USD-SOFRCMP-6M,2014-10-27,9.634184594414603E-4
USD-SOFRCMP-6M,2014-10-28,9.628687423445626E-4
USD-SOFRCMP-6M,2014-10-29,9.645178853882261E-4
USD-SOFRCMP-6M,2014-10-30,9.645178853895437E-4
USD-SOFRCMP-6M,2014-10-31,9.650676027938876E-4
USD-SOFRCMP-6M,2014-11-03,9.656173203466843E-4
USD-SOFRCMP-6M,2014-11-04,9.659774320365637E-4
USD-SOFRCMP-6M,2014-11-05,9.722139195546585E-4
USD-SOFRCMP-6M,2014-11-06,9.720577051352729E-4
USD-SOFRCMP-6M,2014-11-07,9.731632150884671E-4
USD-SOFRCMP-6M,2014-11-10,9.74821481396824E-4
