Reference,Date,Value
EUR-EURIBOR-1M,2019-12-31,-0.00438
EUR-EURIBOR-1M,2019-12-30,-0.00447
EUR-EURIBOR-1M,2019-12-27,-0.00444
EUR-EURIBOR-1M,2019-12-24,-0.00452
EUR-EURIBOR-1M,2019-12-23,-0.00451
EUR-EURIBOR-1M,2019-12-20,-0.00449
EUR-EURIBOR-1M,2019-12-19,-0.00453
EUR-EURIBOR-1M,2019-12-18,-0.00461
EUR-EURIBOR-1M,2019-12-17,-0.00465
EUR-EURIBOR-1M,2019-12-16,-0.00466
EUR-EURIBOR-1M,2019-12-13,-0.00467
EUR-EURIBOR-1M,2019-12-12,-0.00464
EUR-EURIBOR-1M,2019-12-11,-0.00456
EUR-EURIBOR-1M,2019-12-10,-0.00448
EUR-EURIBOR-1M,2019-12-09,-0.00451
EUR-EURIBOR-1M,2019-12-06,-0.00456
EUR-EURIBOR-1M,2019-12-05,-0.00453
EUR-EURIBOR-1M,2019-12-04,-0.0045
EUR-EURIBOR-1M,2019-12-03,-0.00448
EUR-EURIBOR-1M,2019-12-02,-0.00439
EUR-EURIBOR-1M,2019-11-29,-0.00437
EUR-EURIBOR-1M,2019-11-28,-0.00439
EUR-EURIBOR-1M,2019-11-27,-0.00448
EUR-EURIBOR-1M,2019-11-26,-0.00451
EUR-EURIBOR-1M,2019-11-25,-0.00451
EUR-EURIBOR-1M,2019-11-22,-0.00445
EUR-EURIBOR-1M,2019-11-21,-0.00459
EUR-EURIBOR-1M,2019-11-20,-0.0045
EUR-EURIBOR-1M,2019-11-19,-0.00456
EUR-EURIBOR-1M,2019-11-18,-0.00455
EUR-EURIBOR-1M,2019-11-15,-0.0045
EUR-EURIBOR-1M,2019-11-14,-0.00455
EUR-EURIBOR-1M,2019-11-13,-0.00463
EUR-EURIBOR-1M,2019-11-12,-0.00457
EUR-EURIBOR-1M,2019-11-11,-0.00453
EUR-EURIBOR-1M,2019-11-08,-0.00463
EUR-EURIBOR-1M,2019-11-07,-0.00449
EUR-EURIBOR-1M,2019-11-06,-0.00445
EUR-EURIBOR-1M,2019-11-05,-0.00438
EUR-EURIBOR-1M,2019-11-04,-0.00443
EUR-EURIBOR-1M,2019-11-01,-0.00443
EUR-EURIBOR-1M,2019-10-31,-0.00437
EUR-EURIBOR-1M,2019-10-30,-0.0044
EUR-EURIBOR-1M,2019-10-29,-0.00443
EUR-EURIBOR-1M,2019-10-28,-0.00441
EUR-EURIBOR-1M,2019-10-25,-0.00456
EUR-EURIBOR-1M,2019-10-24,-0.00447
EUR-EURIBOR-1M,2019-10-23,-0.00443
EUR-EURIBOR-1M,2019-10-22,-0.00444
EUR-EURIBOR-1M,2019-10-21,-0.00438
EUR-EURIBOR-1M,2019-10-18,-0.00438
EUR-EURIBOR-1M,2019-10-17,-0.00448
EUR-EURIBOR-1M,2019-10-16,-0.00458
EUR-EURIBOR-1M,2019-10-15,-0.00458
EUR-EURIBOR-1M,2019-10-14,-0.00468
EUR-EURIBOR-1M,2019-10-11,-0.00473
EUR-EURIBOR-1M,2019-10-10,-0.00466
EUR-EURIBOR-1M,2019-10-09,-0.00464
EUR-EURIBOR-1M,2019-10-08,-0.00463
EUR-EURIBOR-1M,2019-10-07,-0.00468
EUR-EURIBOR-1M,2019-10-04,-0.00474
EUR-EURIBOR-1M,2019-10-03,-0.00474
EUR-EURIBOR-1M,2019-10-02,-0.00468
EUR-EURIBOR-1M,2019-10-01,-0.00467
EUR-EURIBOR-1M,2019-09-30,-0.00457
EUR-EURIBOR-1M,2019-09-27,-0.00462
EUR-EURIBOR-1M,2019-09-26,-0.00457
EUR-EURIBOR-1M,2019-09-25,-0.00453
EUR-EURIBOR-1M,2019-09-24,-0.00449
EUR-EURIBOR-1M,2019-09-23,-0.0045
