Curve Name,Label,Symbology,Ticker,Field Name,Type,Convention,Time,Spread
EUR-EURIBOR3M-cESTR-BS,EUR-EURIBOR-3M-FRA-6Mx9M, muRisQ-Ticker,EUR-EURIBOR-3M-FRA-6Mx9M,MarketValue,FRA,EUR-EURIBOR-3M,6Mx9M,
EUR-EURIBOR3M-cESTR-BS,EUR-EURIBOR-3M-FRA-9Mx12M, muRisQ-Ticker,EUR-EURIBOR-3M-FRA-9Mx12M,MarketValue,FRA,EUR-EURIBOR-3M,9Mx12M,
EUR-EURIBOR3M-cESTR-BS,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-2Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-2Y,MarketValue,BS3,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M,2Y,
EUR-EURIBOR3M-cESTR-BS,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-3Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-3Y,MarketValue,BS3,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M,3Y,
EUR-EURIBOR3M-cESTR-BS,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-4Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-4Y,MarketValue,BS3,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M,4Y,
EUR-EURIBOR3M-cESTR-BS,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-5Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-5Y,MarketValue,BS3,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M,5Y,
EUR-EURIBOR3M-cESTR-BS,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-6Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-6Y,MarketValue,BS3,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M,6Y,
EUR-EURIBOR3M-cESTR-BS,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-7Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-7Y,MarketValue,BS3,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M,7Y,
EUR-EURIBOR3M-cESTR-BS,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-8Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-8Y,MarketValue,BS3,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M,8Y,
EUR-EURIBOR3M-cESTR-BS,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-9Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-9Y,MarketValue,BS3,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M,9Y,
EUR-EURIBOR3M-cESTR-BS,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-10Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-10Y,MarketValue,BS3,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M,10Y,
EUR-EURIBOR3M-cESTR-BS,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-15Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-15Y,MarketValue,BS3,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M,15Y,
EUR-EURIBOR3M-cESTR-BS,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-20Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-20Y,MarketValue,BS3,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M,20Y,
EUR-EURIBOR3M-cESTR-BS,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-30Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-30Y,MarketValue,BS3,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M,30Y,
EUR-EURIBOR3M-cESTR-BS,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-40Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-40Y,MarketValue,BS3,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M,40Y,
EUR-EURIBOR3M-cESTR-BS,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-50Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-50Y,MarketValue,BS3,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M,50Y,
,,,,,,,,
EUR-EURIBOR6M-cESTR-IRS,EUR-EURIBOR-6M, muRisQ-Ticker,EUR-EURIBOR-6M,MarketValue,FIX,EUR-EURIBOR-6M,,
EUR-EURIBOR6M-cESTR-IRS,EUR-EURIBOR-6M-FRA-6Mx12M, muRisQ-Ticker,EUR-EURIBOR-6M-FRA-6Mx12M,MarketValue,FRA,EUR-EURIBOR-6M,6Mx12M,
EUR-EURIBOR6M-cESTR-IRS,EUR-FIXED-1Y-EURIBOR-6M-2Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-2Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,2Y,
EUR-EURIBOR6M-cESTR-IRS,EUR-FIXED-1Y-EURIBOR-6M-3Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-3Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,3Y,
EUR-EURIBOR6M-cESTR-IRS,EUR-FIXED-1Y-EURIBOR-6M-4Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-4Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,4Y,
EUR-EURIBOR6M-cESTR-IRS,EUR-FIXED-1Y-EURIBOR-6M-5Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-5Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,5Y,
EUR-EURIBOR6M-cESTR-IRS,EUR-FIXED-1Y-EURIBOR-6M-6Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-6Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,6Y,
EUR-EURIBOR6M-cESTR-IRS,EUR-FIXED-1Y-EURIBOR-6M-7Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-7Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,7Y,
EUR-EURIBOR6M-cESTR-IRS,EUR-FIXED-1Y-EURIBOR-6M-8Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-8Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,8Y,
EUR-EURIBOR6M-cESTR-IRS,EUR-FIXED-1Y-EURIBOR-6M-9Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-9Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,9Y,
EUR-EURIBOR6M-cESTR-IRS,EUR-FIXED-1Y-EURIBOR-6M-10Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-10Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,10Y,
EUR-EURIBOR6M-cESTR-IRS,EUR-FIXED-1Y-EURIBOR-6M-15Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-15Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,15Y,
EUR-EURIBOR6M-cESTR-IRS,EUR-FIXED-1Y-EURIBOR-6M-20Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-20Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,20Y,
EUR-EURIBOR6M-cESTR-IRS,EUR-FIXED-1Y-EURIBOR-6M-30Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-30Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,30Y,
EUR-EURIBOR6M-cESTR-IRS,EUR-FIXED-1Y-EURIBOR-6M-40Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-40Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,40Y,
EUR-EURIBOR6M-cESTR-IRS,EUR-FIXED-1Y-EURIBOR-6M-50Y, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-50Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,50Y,
